QUESTION,SENTENCE,LABEL
"What depicts a forest scene with a great, sunny oak and fisherman at a pond?",The painting was presented by Queen Christina of Sweden to Philip IV of Spain,0
What shows a fortified Mediterranean port with an obelisk and a galley moored nearby?,Perugino's tightly composed picture carefully isolates the landscape through a series of arches.,0
What suggests?,"Ambrogio de Predis was an active court artist in Milan, who was deemed a member of the ruling household.",0
What was originally in the ground floor room of the Quinta del Sordo?,"The cluster of sons and grandsons around the marchese, who is here portrayed a second time, illustrates an aspect of the dynasty of fundamental importance for its continued health.",0
What is the result a sense of?,This is emotionless display; the highly fashionable garbing of sitters as shepherds or goddesses was ultimately more pleasant,0
What is painted at the same time?,Throughout the 15th century- a century of perpetual innovation- the great creative figures of Flemish painting were surrounded by many'' ``minor'''' artists.,0
What did Adriaen van Ostade paint several works including the present painting in around 1625?,"When the artist was 13, an accident occurred, that, perhaps subconsciously, formed part of the shadow that seemed to darken his temperament throughout his life.",0
What did Van Gogh adopt the Impressionist and pointillist techniques from 1886 to 1888 in?,"The center panel depicts the Nativity, while the left wing the Circumcision, the right wing the Adoration of the Magi",0
Who is probably Amelia of Solms?,As subject Raphael chose a verse from a poem by the Florentine Angelo Poliziano which had also helped to inspire Botticelli's ` Birth of Venus '.,0
Who is the painting probably an Italianizing copy after?,This canvas depicting female nudes in an imaginary setting is one of Czanne's first treatment of the theme of bathers,0
Who does Duke Borso receive?,"Their age is 6,5, and 2, respectively",0
What did the artist treat on several occasions?,This picture is an impression of the wild region of the Bode Valley in the Harz mountains.,0
What is the companion piece of the painting also in?,The drawing representing Socrates belongs to this group,0
When was Philip of Spain Duke of Parma to 1765?,"Its curious title, Upaupa Schneklud, inscribed on the canvas at top left, combines the sitter's surname with a reference to Gauguin's first Tahitian sojourn.",0
When did the restoration continue?,The picture shows one of the short walls in the main hall of the villa.,0
Who did Samuel have anointed Saul as the Israelites's first king?,"The melancholy Portrait of a Man by Lorenzo Lotto is probably the portrait of the widower, Mercurio Bua, because of the small skull surrounded by rose petals, reminiscent of a fatal confinement.",0
Who did Emperor Charles V delegate the government of the Netherlands to?,"The influence of Francisco de Zurbarn can be seen in the painting, which is signed and dated lower left",0
Who is Urbino?,It was subsequently sent to Florence and placed upon the high altar of Sant ` Egidio,0
Who did Vittoria della Rovere keep in her personal cloakroom the cherished art collection she had brought from Urbino as for all her married life?,"Tha artist made no distinction between religious and mythological or allegorical subjects, he appalied the same rococo style for all",0
What did Animal painters strive not only to capture?,"Dwellings with the yellow faades, characteristic of Stalbemt, are hidden behind trees",0
What is often denied completely?,Metsu's indisputable masterpieces are Man Writing a Letter and Woman Reading a Letter which were painted as companion pieces.,0
What did probably the same painters work than in Castello Challant in?,In 1516 he was a pupil of Cornelis Engebrechtsz and he worked in Leiden until his death in 1564.,0
What does Jotham gaze with parted lips at in a relaxed attitude?,"Analogous motifs are present in his other pictures on this theme, e. g. in the version in the Pinacoteca di Brera, Milan",0
What did a Spanish ballet troupe come to?,This coastal scene shows the painter's familiar compositional style.,0
What have often been described as chaste and restrained?,"She was betrothed as a child to her maternal uncle and paternal cousin, Leopold I, Holy Roman Emperor.",0
What was the story with Diana and Actaeon with the late Mannerist painters?,"They depict glorious military events from Roman history, including Mucius Scaevola before Porsenna; Scipio Combating the Carthaginians; Curtius Rufus on his Horse; and Coriolanus Accepting the Command of the Roman Troops.",0
"If Isenbrant and Benson were not always very original, what cannot be said of Jan Provost or Lanceloot Blondeel?","The Sala del Mappamondo on the piano nobile was painted by Giovanni de ' Vecchi, assisted by Raffaellino da Reggio.",0
What is in the foreground?,"It concurs with others of the ` Armada ' type, painted after 1588, in which the Queen is characterised by a rigid and hieratic expression and depicted almost as an impersonal image.",0
What are John Frederick of Saxony's protectors the dukes of?,The picture shows an example from the Saint Anselm's Chapel in Canterbury Cathedral,0
What is the fantastic landscape?,The still-life was painted by Brueghel and the figure by Courtois,0
What indicates that the glass is empty?,"When Philip III ascended the Spanish throne, his portraitist was awaiting him, Juan Pantoja de la Cruz, who had been appointed royal painter in the final years of Philip II's reign.",0
